pokemon_id,pokemon_name_en,pokemon_name_ko,pokemon_ko_status,move_id,move_name_en,move_name_ko,move_ko_status,move_type,move_type_ko,category,category_ko,source,confidence
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,covet,Covet,탐내다,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,curse,Curse,저주,official,ghost,고스트,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,detect,Detect,판별,official,fighting,격투,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,dig,Dig,구멍파기,official,ground,땅,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,dive,Dive,다이빙,official,water,물,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,double-edge,Double-Edge,이판사판태클,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,endure,Endure,버티기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,facade,Facade,객기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,fake-tears,Fake Tears,거짓울음,official,dark,악,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,flail,Flail,바둥바둥,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,flip-turn,Flip Turn,퀵턴,official,water,물,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,focus-energy,Focus Energy,기충전,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,giga-impact,Giga Impact,기가임팩트,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,haze,Haze,흑안개,official,ice,얼음,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,helping-hand,Helping Hand,도우미,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,hydro-pump,Hydro Pump,하이드로펌프,official,water,물,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,hyper-beam,Hyper Beam,파괴광선,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,hyper-voice,Hyper Voice,하이퍼보이스,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,ice-beam,Ice Beam,냉동빔,official,ice,얼음,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,icy-wind,Icy Wind,얼다바람,official,ice,얼음,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,iron-tail,Iron Tail,아이언테일,official,steel,강철,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,last-resort,Last Resort,뒀다쓰기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,liquidation,Liquidation,아쿠아브레이크,official,water,물,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,mud-slap,Mud-Slap,진흙뿌리기,official,ground,땅,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,muddy-water,Muddy Water,탁류,official,water,물,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,protect,Protect,방어,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,quick-attack,Quick Attack,전광석화,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,rain-dance,Rain Dance,비바라기,official,water,물,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,rest,Rest,잠자기,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,roar,Roar,울부짖기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,round,Round,돌림노래,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,scald,Scald,열탕,official,water,물,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,shadow-ball,Shadow Ball,섀도볼,official,ghost,고스트,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,sleep-talk,Sleep Talk,잠꼬대,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,snore,Snore,코골기,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,stored-power,Stored Power,어시스트파워,official,psychic,에스퍼,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,substitute,Substitute,대타출동,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,sunny-day,Sunny Day,쾌청,official,fire,불꽃,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,surf,Surf,파도타기,official,water,물,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,tickle,Tickle,간지르기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,trailblaze,Trailblaze,개척하기,manual_official_ko_fix,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,water-pulse,Water Pulse,물의파동,official,water,물,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,waterfall,Waterfall,폭포오르기,official,water,물,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,weather-ball,Weather Ball,웨더볼,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,whirlpool,Whirlpool,바다회오리,official,water,물,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,wish,Wish,희망사항,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
vaporeon,Vaporeon,샤미드,official_or_opgg_ko,yawn,Yawn,하품,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,agility,Agility,고속이동,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,alluring-voice,Alluring Voice,매혹의보이스,official,fairy,페어리,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,baby-doll-eyes,Baby-Doll Eyes,초롱초롱눈동자,official,fairy,페어리,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,baton-pass,Baton Pass,바톤터치,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,bite,Bite,물기,official,dark,악,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,body-slam,Body Slam,누르기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,calm-mind,Calm Mind,명상,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,charge,Charge,충전,official,electric,전기,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,charge-beam,Charge Beam,차지빔,official,electric,전기,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,charm,Charm,애교부리기,official,fairy,페어리,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,copycat,Copycat,흉내쟁이,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,covet,Covet,탐내다,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,curse,Curse,저주,official,ghost,고스트,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,detect,Detect,판별,official,fighting,격투,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,dig,Dig,구멍파기,official,ground,땅,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,discharge,Discharge,방전,official,electric,전기,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,double-edge,Double-Edge,이판사판태클,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,eerie-impulse,Eerie Impulse,괴전파,official,electric,전기,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,electric-terrain,Electric Terrain,일렉트릭필드,official,electric,전기,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,electro-ball,Electro Ball,일렉트릭볼,official,electric,전기,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,electroweb,Electroweb,일렉트릭네트,official,electric,전기,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,endure,Endure,버티기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,facade,Facade,객기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,fake-tears,Fake Tears,거짓울음,official,dark,악,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,flail,Flail,바둥바둥,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,focus-energy,Focus Energy,기충전,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,giga-impact,Giga Impact,기가임팩트,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,helping-hand,Helping Hand,도우미,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,hyper-beam,Hyper Beam,파괴광선,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,hyper-voice,Hyper Voice,하이퍼보이스,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,last-resort,Last Resort,뒀다쓰기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,light-screen,Light Screen,빛의장막,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,metal-sound,Metal Sound,금속음,official,steel,강철,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,mud-slap,Mud-Slap,진흙뿌리기,official,ground,땅,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,pin-missile,Pin Missile,바늘미사일,official,bug,벌레,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,protect,Protect,방어,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,quick-attack,Quick Attack,전광석화,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,rain-dance,Rain Dance,비바라기,official,water,물,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,rest,Rest,잠자기,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,rising-voltage,Rising Voltage,라이징볼트,official,electric,전기,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,roar,Roar,울부짖기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,round,Round,돌림노래,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,shadow-ball,Shadow Ball,섀도볼,official,ghost,고스트,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,sleep-talk,Sleep Talk,잠꼬대,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,snore,Snore,코골기,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,stored-power,Stored Power,어시스트파워,official,psychic,에스퍼,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,substitute,Substitute,대타출동,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,sunny-day,Sunny Day,쾌청,official,fire,불꽃,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,thunder,Thunder,번개,official,electric,전기,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,thunder-fang,Thunder Fang,번개엄니,official,electric,전기,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,thunder-wave,Thunder Wave,전기자석파,official,electric,전기,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,thunderbolt,Thunderbolt,10만볼트,official,electric,전기,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,tickle,Tickle,간지르기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,trailblaze,Trailblaze,개척하기,manual_official_ko_fix,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,volt-switch,Volt Switch,볼트체인지,official,electric,전기,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,weather-ball,Weather Ball,웨더볼,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,wild-charge,Wild Charge,와일드볼트,official,electric,전기,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,wish,Wish,희망사항,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
jolteon,Jolteon,쥬피썬더,official_or_opgg_ko,yawn,Yawn,하품,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,alluring-voice,Alluring Voice,매혹의보이스,official,fairy,페어리,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,baby-doll-eyes,Baby-Doll Eyes,초롱초롱눈동자,official,fairy,페어리,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,baton-pass,Baton Pass,바톤터치,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,bite,Bite,물기,official,dark,악,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,body-slam,Body Slam,누르기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,burning-jealousy,Burning Jealousy,질투의불꽃,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,calm-mind,Calm Mind,명상,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,charm,Charm,애교부리기,official,fairy,페어리,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,copycat,Copycat,흉내쟁이,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,covet,Covet,탐내다,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,curse,Curse,저주,official,ghost,고스트,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,detect,Detect,판별,official,fighting,격투,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,dig,Dig,구멍파기,official,ground,땅,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,double-edge,Double-Edge,이판사판태클,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,endeavor,Endeavor,죽기살기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,endure,Endure,버티기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,facade,Facade,객기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,fake-tears,Fake Tears,거짓울음,official,dark,악,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,fire-blast,Fire Blast,불대문자,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,fire-fang,Fire Fang,불꽃엄니,official,fire,불꽃,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,fire-spin,Fire Spin,회오리불꽃,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,flail,Flail,바둥바둥,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,flame-charge,Flame Charge,니트로차지,official,fire,불꽃,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,flamethrower,Flamethrower,화염방사,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,flare-blitz,Flare Blitz,플레어드라이브,official,fire,불꽃,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,focus-energy,Focus Energy,기충전,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,giga-impact,Giga Impact,기가임팩트,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,heat-wave,Heat Wave,열풍,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,helping-hand,Helping Hand,도우미,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,hyper-beam,Hyper Beam,파괴광선,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,hyper-voice,Hyper Voice,하이퍼보이스,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,last-resort,Last Resort,뒀다쓰기,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,lava-plume,Lava Plume,분연,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,mud-slap,Mud-Slap,진흙뿌리기,official,ground,땅,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,overheat,Overheat,오버히트,official,fire,불꽃,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,protect,Protect,방어,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,quick-attack,Quick Attack,전광석화,official,normal,노말,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,rain-dance,Rain Dance,비바라기,official,water,물,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,rest,Rest,잠자기,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,roar,Roar,울부짖기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,round,Round,돌림노래,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,scary-face,Scary Face,겁나는얼굴,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,scorching-sands,Scorching Sands,열사의대지,official,ground,땅,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,shadow-ball,Shadow Ball,섀도볼,official,ghost,고스트,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,sleep-talk,Sleep Talk,잠꼬대,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,snore,Snore,코골기,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,stored-power,Stored Power,어시스트파워,official,psychic,에스퍼,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,substitute,Substitute,대타출동,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,sunny-day,Sunny Day,쾌청,official,fire,불꽃,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,superpower,Superpower,엄청난힘,official,fighting,격투,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,temper-flare,Temper Flare,열불내기,official,fire,불꽃,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,tickle,Tickle,간지르기,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,trailblaze,Trailblaze,개척하기,manual_official_ko_fix,grass,풀,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,weather-ball,Weather Ball,웨더볼,official,normal,노말,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,will-o-wisp,Will-O-Wisp,도깨비불,official,fire,불꽃,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,wish,Wish,희망사항,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
flareon,Flareon,부스터,official_or_opgg_ko,yawn,Yawn,하품,official,normal,노말,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
aerodactyl,Aerodactyl,프테라,official_or_opgg_ko,aerial-ace,Aerial Ace,제비반환,official,flying,비행,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
aerodactyl,Aerodactyl,프테라,official_or_opgg_ko,agility,Agility,고속이동,official,psychic,에스퍼,status,변화,opgg_rsc_pokemon_moves_array,rsc_verified
aerodactyl,Aerodactyl,프테라,official_or_opgg_ko,ancient-power,Ancient Power,원시의힘,official,rock,바위,special,특수,opgg_rsc_pokemon_moves_array,rsc_verified
aerodactyl,Aerodactyl,프테라,official_or_opgg_ko,assurance,Assurance,승부굳히기,official,dark,악,physical,물리,opgg_rsc_pokemon_moves_array,rsc_verified
