entity_type,entity_id,source_numeric_id,name_en,name_ko,ko_status,extra_1,extra_2,extra_3,extra_4,extra_5,extra_6,source_file
pokemon,porygon-z,474,Porygon-Z,폴리곤Z,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gallade,475,Gallade,엘레이드,official,Psychic,에스퍼,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,probopass,476,Probopass,대코파스,official,Rock,바위,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dusknoir,477,Dusknoir,야느와르몽,official,Ghost,고스트,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,froslass,478,Froslass,눈여아,official,Ice,얼음,Ghost,고스트,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,rotom,479,Rotom,로토무,official,Electric,전기,Ghost,고스트,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,uxie,480,Uxie,유크시,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,mesprit,481,Mesprit,엠라이트,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,azelf,482,Azelf,아그놈,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dialga,483,Dialga,디아루가,official,Steel,강철,Dragon,드래곤,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,palkia,484,Palkia,펄기아,official,Water,물,Dragon,드래곤,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,heatran,485,Heatran,히드런,official,Fire,불꽃,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,regigigas,486,Regigigas,레지기가스,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,giratina-altered,487,Giratina,기라티나,official_species_name_form_needs_review,Ghost,고스트,Dragon,드래곤,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,cresselia,488,Cresselia,크레세리아,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,phione,489,Phione,피오네,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,manaphy,490,Manaphy,마나피,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,darkrai,491,Darkrai,다크라이,official,Dark,악,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,shaymin-land,492,Shaymin,쉐이미,official_species_name_form_needs_review,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,arceus,493,Arceus,아르세우스,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,victini,494,Victini,비크티니,official,Psychic,에스퍼,Fire,불꽃,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,snivy,495,Snivy,주리비얀,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,servine,496,Servine,샤비,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,serperior,497,Serperior,샤로다,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,tepig,498,Tepig,뚜꾸리,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,pignite,499,Pignite,차오꿀,official,Fire,불꽃,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,emboar,500,Emboar,염무왕,official,Fire,불꽃,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,oshawott,501,Oshawott,수댕이,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dewott,502,Dewott,쌍검자비,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,samurott,503,Samurott,대검귀,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,patrat,504,Patrat,보르쥐,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,watchog,505,Watchog,보르그,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,lillipup,506,Lillipup,요테리,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,herdier,507,Herdier,하데리어,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,stoutland,508,Stoutland,바랜드,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,purrloin,509,Purrloin,쌔비냥,official,Dark,악,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,liepard,510,Liepard,레파르다스,official,Dark,악,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,pansage,511,Pansage,야나프,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,simisage,512,Simisage,야나키,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,pansear,513,Pansear,바오프,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,simisear,514,Simisear,바오키,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,panpour,515,Panpour,앗차프,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,simipour,516,Simipour,앗차키,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,munna,517,Munna,몽나,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,musharna,518,Musharna,몽얌나,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,pidove,519,Pidove,콩둘기,official,Normal,노말,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,tranquill,520,Tranquill,유토브,official,Normal,노말,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,unfezant,521,Unfezant,켄호로우,official,Normal,노말,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,blitzle,522,Blitzle,줄뮤마,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,zebstrika,523,Zebstrika,제브라이카,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,roggenrola,524,Roggenrola,단굴,official,Rock,바위,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,boldore,525,Boldore,암트르,official,Rock,바위,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gigalith,526,Gigalith,기가이어스,official,Rock,바위,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,woobat,527,Woobat,또르박쥐,official,Psychic,에스퍼,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,swoobat,528,Swoobat,맘박쥐,official,Psychic,에스퍼,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,drilbur,529,Drilbur,두더류,official,Ground,땅,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,excadrill,530,Excadrill,몰드류,official,Ground,땅,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,audino,531,Audino,다부니,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,timburr,532,Timburr,으랏차,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gurdurr,533,Gurdurr,토쇠골,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,conkeldurr,534,Conkeldurr,노보청,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,tympole,535,Tympole,동챙이,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,palpitoad,536,Palpitoad,두까비,official,Water,물,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,seismitoad,537,Seismitoad,두빅굴,official,Water,물,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,throh,538,Throh,던지미,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,sawk,539,Sawk,타격귀,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,sewaddle,540,Sewaddle,두르보,official,Bug,벌레,Grass,풀,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,swadloon,541,Swadloon,두르쿤,official,Bug,벌레,Grass,풀,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,leavanny,542,Leavanny,모아머,official,Bug,벌레,Grass,풀,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,venipede,543,Venipede,마디네,official,Bug,벌레,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,whirlipede,544,Whirlipede,휠구,official,Bug,벌레,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,scolipede,545,Scolipede,펜드라,official,Bug,벌레,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,cottonee,546,Cottonee,소미안,official,Grass,풀,Fairy,페어리,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,whimsicott,547,Whimsicott,엘풍,official,Grass,풀,Fairy,페어리,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,petilil,548,Petilil,치릴리,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,lilligant,549,Lilligant,드레디어,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,basculin-red-striped,550,Basculin,배쓰나이,official_species_name_form_needs_review,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,sandile,551,Sandile,깜눈크,official,Ground,땅,Dark,악,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,krokorok,552,Krokorok,악비르,official,Ground,땅,Dark,악,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,krookodile,553,Krookodile,악비아르,official,Ground,땅,Dark,악,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,darumaka,554,Darumaka,달막화,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,darmanitan-standard,555,Darmanitan,불비달마,official_species_name_form_needs_review,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,maractus,556,Maractus,마라카치,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dwebble,557,Dwebble,돌살이,official,Bug,벌레,Rock,바위,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,crustle,558,Crustle,암팰리스,official,Bug,벌레,Rock,바위,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,scraggy,559,Scraggy,곤율랭,official,Dark,악,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,scrafty,560,Scrafty,곤율거니,official,Dark,악,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,sigilyph,561,Sigilyph,심보러,official,Psychic,에스퍼,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,yamask,562,Yamask,데스마스,official,Ghost,고스트,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,cofagrigus,563,Cofagrigus,데스니칸,official,Ghost,고스트,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,tirtouga,564,Tirtouga,프로토가,official,Water,물,Rock,바위,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,carracosta,565,Carracosta,늑골라,official,Water,물,Rock,바위,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,archen,566,Archen,아켄,official,Rock,바위,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,archeops,567,Archeops,아케오스,official,Rock,바위,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,trubbish,568,Trubbish,깨봉이,official,Poison,독,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,garbodor,569,Garbodor,더스트나,official,Poison,독,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,zorua,570,Zorua,조로아,official,Dark,악,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,zoroark,571,Zoroark,조로아크,official,Dark,악,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,minccino,572,Minccino,치라미,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,cinccino,573,Cinccino,치라치노,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gothita,574,Gothita,고디탱,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gothorita,575,Gothorita,고디보미,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gothitelle,576,Gothitelle,고디모아젤,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,solosis,577,Solosis,유니란,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,duosion,578,Duosion,듀란,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,reuniclus,579,Reuniclus,란쿨루스,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,ducklett,580,Ducklett,꼬지보리,official,Water,물,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,swanna,581,Swanna,스완나,official,Water,물,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,vanillite,582,Vanillite,바닐프티,official,Ice,얼음,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,vanillish,583,Vanillish,바닐리치,official,Ice,얼음,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,vanilluxe,584,Vanilluxe,배바닐라,official,Ice,얼음,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,deerling,585,Deerling,사철록,official,Normal,노말,Grass,풀,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,sawsbuck,586,Sawsbuck,바라철록,official,Normal,노말,Grass,풀,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,emolga,587,Emolga,에몽가,official,Electric,전기,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,karrablast,588,Karrablast,딱정곤,official,Bug,벌레,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,escavalier,589,Escavalier,슈바르고,official,Bug,벌레,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,foongus,590,Foongus,깜놀버슬,official,Grass,풀,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,amoonguss,591,Amoonguss,뽀록나,official,Grass,풀,Poison,독,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,frillish-male,592,Frillish,탱그릴,official_species_name_form_needs_review,Water,물,Ghost,고스트,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,jellicent-male,593,Jellicent,탱탱겔,official_species_name_form_needs_review,Water,물,Ghost,고스트,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,alomomola,594,Alomomola,맘복치,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,joltik,595,Joltik,파쪼옥,official,Bug,벌레,Electric,전기,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,galvantula,596,Galvantula,전툴라,official,Bug,벌레,Electric,전기,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,ferroseed,597,Ferroseed,철시드,official,Grass,풀,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,ferrothorn,598,Ferrothorn,너트령,official,Grass,풀,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,klink,599,Klink,기어르,official,Steel,강철,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,klang,600,Klang,기기어르,official,Steel,강철,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,klinklang,601,Klinklang,기기기어르,official,Steel,강철,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,tynamo,602,Tynamo,저리어,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,eelektrik,603,Eelektrik,저리릴,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,eelektross,604,Eelektross,저리더프,official,Electric,전기,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,elgyem,605,Elgyem,리그레,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,beheeyem,606,Beheeyem,벰크,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,litwick,607,Litwick,불켜미,official,Ghost,고스트,Fire,불꽃,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,lampent,608,Lampent,램프라,official,Ghost,고스트,Fire,불꽃,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,chandelure,609,Chandelure,샹델라,official,Ghost,고스트,Fire,불꽃,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,axew,610,Axew,터검니,official,Dragon,드래곤,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,fraxure,611,Fraxure,액슨도,official,Dragon,드래곤,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,haxorus,612,Haxorus,액스라이즈,official,Dragon,드래곤,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,cubchoo,613,Cubchoo,코고미,official,Ice,얼음,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,beartic,614,Beartic,툰베어,official,Ice,얼음,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,cryogonal,615,Cryogonal,프리지오,official,Ice,얼음,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,shelmet,616,Shelmet,쪼마리,official,Bug,벌레,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,accelgor,617,Accelgor,어지리더,official,Bug,벌레,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,stunfisk,618,Stunfisk,메더,official,Ground,땅,Electric,전기,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,mienfoo,619,Mienfoo,비조푸,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,mienshao,620,Mienshao,비조도,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,druddigon,621,Druddigon,크리만,official,Dragon,드래곤,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,golett,622,Golett,골비람,official,Ground,땅,Ghost,고스트,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,golurk,623,Golurk,골루그,official,Ground,땅,Ghost,고스트,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,pawniard,624,Pawniard,자망칼,official,Dark,악,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,bisharp,625,Bisharp,절각참,official,Dark,악,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,bouffalant,626,Bouffalant,버프론,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,rufflet,627,Rufflet,수리둥보,official,Normal,노말,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,braviary,628,Braviary,워글,official,Normal,노말,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,vullaby,629,Vullaby,벌차이,official,Dark,악,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,mandibuzz,630,Mandibuzz,버랜지나,official,Dark,악,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,heatmor,631,Heatmor,앤티골,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,durant,632,Durant,아이앤트,official,Bug,벌레,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,deino,633,Deino,모노두,official,Dark,악,Dragon,드래곤,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,zweilous,634,Zweilous,디헤드,official,Dark,악,Dragon,드래곤,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,hydreigon,635,Hydreigon,삼삼드래,official,Dark,악,Dragon,드래곤,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,larvesta,636,Larvesta,활화르바,official,Bug,벌레,Fire,불꽃,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,volcarona,637,Volcarona,불카모스,official,Bug,벌레,Fire,불꽃,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,cobalion,638,Cobalion,코바르온,official,Steel,강철,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,terrakion,639,Terrakion,테라키온,official,Rock,바위,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,virizion,640,Virizion,비리디온,official,Grass,풀,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,tornadus-incarnate,641,Tornadus,토네로스,official_species_name_form_needs_review,Flying,비행,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,thundurus-incarnate,642,Thundurus,볼트로스,official_species_name_form_needs_review,Electric,전기,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,reshiram,643,Reshiram,레시라무,official,Dragon,드래곤,Fire,불꽃,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,zekrom,644,Zekrom,제크로무,official,Dragon,드래곤,Electric,전기,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,landorus-incarnate,645,Landorus,랜드로스,official_species_name_form_needs_review,Ground,땅,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,kyurem,646,Kyurem,큐레무,official,Dragon,드래곤,Ice,얼음,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,keldeo-ordinary,647,Keldeo,케르디오,official_species_name_form_needs_review,Water,물,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,meloetta-aria,648,Meloetta,메로엣타,official_species_name_form_needs_review,Normal,노말,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,genesect,649,Genesect,게노세크트,official,Bug,벌레,Steel,강철,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,chespin,650,Chespin,도치마론,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,quilladin,651,Quilladin,도치보구,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,chesnaught,652,Chesnaught,브리가론,official,Grass,풀,Fighting,격투,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,fennekin,653,Fennekin,푸호꼬,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,braixen,654,Braixen,테르나,official,Fire,불꽃,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,delphox,655,Delphox,마폭시,official,Fire,불꽃,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,froakie,656,Froakie,개구마르,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,frogadier,657,Frogadier,개굴반장,official,Water,물,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,greninja,658,Greninja,개굴닌자,official,Water,물,Dark,악,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,bunnelby,659,Bunnelby,파르빗,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,diggersby,660,Diggersby,파르토,official,Normal,노말,Ground,땅,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,fletchling,661,Fletchling,화살꼬빈,official,Normal,노말,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,fletchinder,662,Fletchinder,불화살빈,official,Fire,불꽃,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,talonflame,663,Talonflame,파이어로,official,Fire,불꽃,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,scatterbug,664,Scatterbug,분이벌레,official,Bug,벌레,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,spewpa,665,Spewpa,분떠도리,official,Bug,벌레,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,vivillon,666,Vivillon,비비용,official,Bug,벌레,Flying,비행,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,litleo,667,Litleo,레오꼬,official,Fire,불꽃,Normal,노말,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,pyroar-male,668,Pyroar,화염레오,official_species_name_form_needs_review,Fire,불꽃,Normal,노말,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,flabebe,669,Flabébé,플라베베,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,floette,670,Floette,플라엣테,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,florges,671,Florges,플라제스,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,skiddo,672,Skiddo,메이클,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,gogoat,673,Gogoat,고고트,official,Grass,풀,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,pancham,674,Pancham,판짱,official,Fighting,격투,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,pangoro,675,Pangoro,부란다,official,Fighting,격투,Dark,악,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,furfrou,676,Furfrou,트리미앙,official,Normal,노말,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,espurr,677,Espurr,냐스퍼,official,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,meowstic-male,678,Meowstic,냐오닉스,official_species_name_form_needs_review,Psychic,에스퍼,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,honedge,679,Honedge,단칼빙,official,Steel,강철,Ghost,고스트,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,doublade,680,Doublade,쌍검킬,official,Steel,강철,Ghost,고스트,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,aegislash-shield,681,Aegislash,킬가르도,official_species_name_form_needs_review,Steel,강철,Ghost,고스트,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,spritzee,682,Spritzee,슈쁘,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,aromatisse,683,Aromatisse,프레프티르,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,swirlix,684,Swirlix,나룸퍼프,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,slurpuff,685,Slurpuff,나루림,official,Fairy,페어리,,,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,inkay,686,Inkay,오케이징,official,Dark,악,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,malamar,687,Malamar,칼라마네로,official,Dark,악,Psychic,에스퍼,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,binacle,688,Binacle,거북손손,official,Rock,바위,Water,물,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,barbaracle,689,Barbaracle,거북손데스,official,Rock,바위,Water,물,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,skrelp,690,Skrelp,수레기,official,Poison,독,Water,물,,,data/reference/pokeapi_pokemon_full_ko.csv
pokemon,dragalge,691,Dragalge,드래캄,official,Poison,독,Dragon,드래곤,,,data/reference/pokeapi_pokemon_full_ko.csv
